,created_at,id,text
40,2022-07-07T23:56:59.000Z,1545195204654682112,@dollaretteco @AirCanada @WestJet @rorycam85011089 @Fan_of_gorton @Freedomcallblo1 i should b thankful that flair has only caused me 1 hr flight delays both times i flew with em.
41,2022-07-07T23:55:21.000Z,1545194792421826561,@OmarAlghabra @WestJet https://t.co/MwgHU53yBz
42,2022-07-07T23:55:19.000Z,1545194784188293121,RT @JefferysSteven: @Dboudz1 @MikeDeegan9 @BryanPassifiume @AirCanada @WestJet The stats say that Air Canada has the worst results in the w…
43,2022-07-07T23:55:00.000Z,1545194702835781637,@karenlveloso @WestJet Oh no Karen. I’m so sorry your trip has been impacted.
44,2022-07-07T23:54:39.000Z,1545194615258501122,"@elephantrising1 @AirCanada @WestJet @rorycam85011089 @Fan_of_gorton @Freedomcallblo1 It's almost a pure monopoly, I expect worse"
45,2022-07-07T23:53:41.000Z,1545194373222223873,"RT @Zbone4U2: @OmarAlghabra @WestJet Ideally Omar should wrap a complete role of stretch wrap around his head, we all want him safe! I am s…"
46,2022-07-07T23:53:29.000Z,1545194322701783048,RT @toblerusse: @OmarAlghabra @WestJet Dude's alone on a plane wearing a mask. He's clearly qualified for this idiocracy
47,2022-07-07T23:53:24.000Z,1545194302904713216,"RT @RoonilWazlib02: @OmarAlghabra @WestJet Wearing a mask on an empty plane.

The world already thinks we're idiots. No need to give them m…"
48,2022-07-07T23:53:18.000Z,1545194276576890880,@OmarAlghabra @WestJet You are a moron!!!
49,2022-07-07T23:51:08.000Z,1545193731740930048,@OmarAlghabra @WestJet #twitterIdiotOfTheDay
50,2022-07-07T23:50:43.000Z,1545193627025977344,"@Delta @WestJet guys, I really need your help working together. My dad‘s bag got lost between PDX and YYC today in the handoff between you; it is full of the fishing gear we need for the fishing trip we’re leaving for Saturday. Can somebody DM me plz asap? Thank you!"
51,2022-07-07T23:50:29.000Z,1545193566187597824,"From the ""esteemed"" and ""reputable"" msm CBC themselves. How is @AirCanada such a pathetic airline. only 38% chance of on time flights. been lucky so far to never had to travel with em. @WestJet 54% not a good sign. @dollaretteco @rorycam85011089 @Fan_of_gorton @Freedomcallblo1 https://t.co/ZWq34EwEbp"
52,2022-07-07T23:48:45.000Z,1545193130047279104,@AdamDav93 @OmarAlghabra @WestJet For your protection 🤪
53,2022-07-07T23:48:10.000Z,1545192984580239361,"@OmarAlghabra @WestJet Resign, WEF criminals."
54,2022-07-07T23:47:16.000Z,1545192756926066689,@AHoensbroech @OmarAlghabra @WestJet He is a #Hypocrite ! Tells others only to wear them. Omar needs to go! #cdnpoli #Canada
55,2022-07-07T23:46:38.000Z,1545192598935158790,@OmarAlghabra @WestJet I travelled through Toronto Pearson airport Terminal 3 twice last month. I had no delays or issues. Wonderful experience.
56,2022-07-07T23:42:51.000Z,1545191645074841600,@OmarAlghabra @WestJet Canada is still nuts. The rest of the world has dropped the nonsensical rules &amp; moved on yet you have this plank wearing a mask in an empty plane. The science?
57,2022-07-07T23:42:20.000Z,1545191514698969088,@geraldsleepwell @fringe_cunuk @OmarAlghabra @WestJet You can’t even make this shit up! On a plane alone…mask.  In a meeting with multiple people.. no mask. This guy is a complete joke!
58,2022-07-07T23:42:17.000Z,1545191505333141504,@OmarAlghabra @WestJet End ArriveCAN
59,2022-07-07T23:40:33.000Z,1545191067649187841,@OmarAlghabra @WestJet https://t.co/jB9w8cPVP3
60,2022-07-07T23:40:25.000Z,1545191034304569345,@OmarAlghabra @WestJet Get a grip. @OmarAlghabra Resign as minister.@westjet? You have lost your mojo.  Look to your employees. They can explain it to you
61,2022-07-07T23:38:58.000Z,1545190669139992576,@OmarAlghabra @WestJet Muppet
62,2022-07-07T23:38:41.000Z,1545190599438962689,"RT @RAlexanderD: @OmarAlghabra @WestJet From your granddaddy master's book, the great reset. Didn't you get a copy? https://t.co/RecGl0fg3V"
63,2022-07-07T23:37:24.000Z,1545190274787201024,RT @geraldsleepwell: @OmarAlghabra @WestJet So you wore a mask basically alone on a plane but didn't wear one in the meeting?
64,2022-07-07T23:37:18.000Z,1545190250066063361,@geraldsleepwell @OmarAlghabra @WestJet Exactly!!! 😂. @WestJet  great marketing for you!!! Having this little incompetent bureaucrat poo poo all over your once fantastic brand with his hypocrisy and COVID theatre!! Give your marketing department and government relations people a RAISE!! Hahahahaha
65,2022-07-07T23:36:11.000Z,1545189970104557568,@OmarAlghabra @WestJet Resign
66,2022-07-07T23:35:24.000Z,1545189770292256774,@OmarAlghabra @WestJet Hope those empty seats are vaxxed
67,2022-07-07T23:34:42.000Z,1545189597616803843,Masked…. Alone…. On a plane…. I have no idea how they think this is effective messaging…. To anyone… I’d be embarrassed @WestJet…. https://t.co/Ib1B7f8qdd
68,2022-07-07T23:33:44.000Z,1545189352275185664,@bfardanian @WestJet @lostbaggages @lost I’m at day 12 now with no update from @WestJet @OmarAlghabra @AHoensbroech #lostbaggage
69,2022-07-07T23:33:26.000Z,1545189276027158528,"@OmarAlghabra @WestJet Wear a mask on an empty plane to virtue signal, then go maskless in a board room with a bunch of people,while pretending you're solving the problem 🤣. Ladies and gentlemen i present to you, Omar Alghabra👇 https://t.co/f5oOcNwUm1"
70,2022-07-07T23:32:51.000Z,1545189130354601984,"@OmarAlghabra @WestJet Oxymoron alert - ""travel.. efficiently during airport delays??"""
71,2022-07-07T23:31:50.000Z,1545188875621978113,@OmarAlghabra @WestJet You wear a mask for show on the plane with no one there but in the meeting you don’t wear one. It’s all for show you work for a dictator you should be fired along with your boss💉☠️
72,2022-07-07T23:31:07.000Z,1545188692804784128,"@OmarAlghabra @WestJet You wear a mask on an empty plane, yet we then see you in a conference room in the same video surrounded by others without one! Enough with the performative bullshit promising solutions but not actually doing anything. 

RESIGN! https://t.co/13XGmxIQZm"
73,2022-07-07T23:30:23.000Z,1545188507278348289,@AHoensbroech @OmarAlghabra @WestJet So on plane alone Omar wears a mask but not with this group.
74,2022-07-07T23:30:21.000Z,1545188500844457986,@OmarAlghabra @WestJet What solutions? Lol
75,2022-07-07T23:28:26.000Z,1545188020634017792,Thanks so much for your timely response @WestJet - awful customer service all around
76,2022-07-07T23:27:51.000Z,1545187873766330368,@OmarAlghabra @WestJet Omar you’re an idiot … sit down!
77,2022-07-07T23:27:02.000Z,1545187666378993664,@OmarAlghabra @WestJet RESIGN NOW YOU RIDICULOUS AND INCOMPETENT SOB!!!
78,2022-07-07T23:26:36.000Z,1545187559319404544,@OmarAlghabra @WestJet Now you need to listen to the chorus of people advising you to abandon arrivecan
79,2022-07-07T23:26:23.000Z,1545187503090520064,"@OmarAlghabra @WestJet This guy is so out of touch it's unbelievable. But hey, when you follow an agenda and do NOT listen to THE PEOPLE, you get incompetency. Fancy video though! What a complete clown show."
80,2022-07-07T23:26:23.000Z,1545187501022871554,@OmarAlghabra @WestJet Your spyware app is not a solution.
81,2022-07-07T23:25:50.000Z,1545187364732932097,@OmarAlghabra @WestJet What is your Transport Ministry doing about the thousands of pilots cooling their heels because TC Medicine is taking OVER A FREAKING YEAR to review medicals submitted by CAMEs. Why is nothing being done about this insane backlog?
82,2022-07-07T23:24:58.000Z,1545187148252741632,@OmarAlghabra @WestJet Somewhere a wheel is missing its gerbil.
83,2022-07-07T23:24:18.000Z,1545186979393835008,@OmarAlghabra @WestJet Again with the mask that is ineffective at stopping virus.
84,2022-07-07T23:23:41.000Z,1545186822858235906,"@OttawaGestapo @OmarAlghabra @WestJet So 43,995 bots following him 🤣"
85,2022-07-07T23:22:00.000Z,1545186398088609794,"@OmarAlghabra @WestJet You are such an idiot and incompetent minister just like the rest of liberals ministers....idiot , you are sooo lucky the other coward at the NPD is in bed with liberals until 2025 or else you would be out if a job...period ... https://t.co/s3uTkk2O3A"
86,2022-07-07T23:21:20.000Z,1545186229892915202,@OmarAlghabra @WestJet Whatcan idiot! https://t.co/dxDvhwW3ME
87,2022-07-07T23:21:06.000Z,1545186173546418176,"@otohp @OmarAlghabra @WestJet Nope the digital ID is not going anywhere!

https://t.co/AgF52GpOfM"
88,2022-07-07T23:21:03.000Z,1545186159927578625,@OmarAlghabra @WestJet 🤡🤡🤡🤡
89,2022-07-07T23:21:01.000Z,1545186150918529025,@OmarAlghabra @WestJet It seems only ugly people continue to wear masks.
90,2022-07-07T23:19:59.000Z,1545185893278892033,@karenlveloso @WestJet Oh no.
